24e731f2-13e7-4f55-a94f-ff71869c6a40,GLO.VA,MCC,0.40
2ca66ff5-0deb-494b-9491-5730d67e8849,JYA.VA,BG,1.05
03e9b504-4873-4d99-8909-52335407fac6,DCH.VA,WBA,5.05
59127808-b82a-4013-8b13-28d095a295c8,DCH.VA,STMP,1.65
5183173e-7044-4743-8dcf-abf881aa9a9b,DCH.VA,CVX,2.13
f826657c-1a66-4b06-804a-14d638f6ff09,TWA.VA,WGO,1.65
34d8be24-937b-4922-8faa-51a8f2f09fe6,BHU.VA,JD,0.75
726d9ce7-331f-43b9-8c8c-d96126688817,NSH.CORE,BABA,0.54
a0035f91-fd13-4f03-8dfc-1e0404872de8,BHU.VA,ZION,0.18
d034a79d-4d21-422c-9e06-5d93c0ba137d,TCO.GRP,PH,3.40
ed3d09d2-2338-4286-b048-709186447a38,LPS.VM,AAL,2.90
509babe6-2dd4-4d3a-acb5-88507c99c697,JAB.JTG,CSCO,0.98
0e2e4602-dbd5-4621-af3c-25ab25feabc0,JAB.JTG,CSCO,0.86
40d1de22-b469-424e-b2b5-c2b9d6b12829,DCH.VA,AAPL,0.30
646ad61f-149a-494e-b0b6-4c47b595a26f,DCH.VA,AAPL,0.29
214c86a6-1eed-4623-89f7-c0eb6aa1f46b,SLO.VA,DSX,0.10
36cd292e-6c6f-44ee-a838-1e605f881ad5,LPS.VM,AAL,2.90
1b1d5580-29e4-4757-9a82-ce418528f774,SLO.VA,LPG,0.15
c6b4c372-9904-4265-81c0-0bca9178b8bc,LPS.VM,AAL,2.90
e060aabc-29d7-4436-92c3-1390ec2aeeec,BHU.VA,FB,0.41
081205a3-d3e0-4e8e-988e-50711e5e2d7c,TCO.GRP,MTB,1.30
7e86ac63-7fef-48b9-aa78-14a2b8b61a5c,NSH.CORE,GD,0.55
3f7981ac-2e68-478c-be67-237de8e95827,BHU.VA,TEX,0.75
fdd12c18-730b-4e30-bef8-cc4cee444a2a,DCH.VA,JD,1.51
a385d759-d673-4ed3-bb1d-b5bfbc8e5157,DCH.VA,JD,1.52
68271ba3-ed8f-4a93-8e01-800cf3c050ed,JYA.VA,WING,0.90
b88450fa-4858-4381-ad8e-69db74a5906a,JYA.VA,BEN,1.50
e508538f-36c6-4efa-b382-7582cdf6bb2d,SLO.VA,ADSK,0.17
5d2d2c7f-9263-4d22-9404-f7dfa1ffddaf,JYA.VA,BEN,1.50
7d6ddff3-6292-4e50-8922-7c8dc88283e6,JYA.VA,BEN,1.50
c114568b-8ce8-49fd-bdeb-066dd1f62ece,JYA.VA,BEN,1.50
8bb63676-7584-4d67-9ed3-dcf0ef391f52,JYA.VA,BEN,1.50
8e66bf1a-54b9-448a-9d79-dac26f7f65a8,JYA.VA,BEN,1.50
d5d41031-b5da-49dd-8961-a8dab1fbc4dd,JYA.VA,BEN,1.50
8657aa71-88ac-4655-9d02-f0cf67891ce5,JYA.VA,BEN,1.50
4b1f5d2b-2e6c-4207-ba71-ff265c14b678,JYA.VA,BEN,1.50
daf23135-7fc4-4965-870b-4c6c0b9e4980,JYA.VA,BEN,1.50
093ee24c-4e79-414e-876c-8a163319997f,NSH.CORE,OCN,0.35
935b358a-b1e2-4af1-8b57-1e94b214757c,JYA.VA,BEN,1.50
dc4c97ac-5cdd-4f71-9a1f-1165af196bb8,JYA.VA,BEN,1.50
94e924df-c322-4804-971c-2b53a0872b32,JYA.VA,BEN,1.50
b2448907-6d02-4d8c-9fab-c1653f16647b,JYA.VA,BEN,1.50
a96a9657-3434-4d9b-a0d4-71dcd88c0146,JYA.VA,BEN,1.50
1d91f866-a742-40c1-8657-867b1be61d36,JYA.VA,ATHM,1.30
5a53ebb6-ee6c-41d7-a1ac-79dd1cbd78b4,LPS.VM,AAL,2.89
7a34108d-8e1f-4f5a-8163-151063403079,DCH.VA,ALGN,1.75
82fe28b9-51fb-4bdb-a395-2121c691356a,TCO.GRP,BLL,3.50
68397c19-e0b7-414b-9b21-1a90d00dfad0,LPS.VM,AAL,5.40
edc79738-5022-4b8a-abc0-b586c63b518f,MSA.VA,QUNR,7.00
0a391a9b-e36e-4ad2-b4bd-d114d9453cfa,DCH.VA,ALKS,0.40
44a826a7-8379-4232-949b-0a0dad54d22e,JYA.VA,BEN,1.50
405f0729-4976-44c9-947d-410c62a1e369,NSH.CORE,GD,0.50
d503ea59-ee15-4297-9485-fd91bf1ad678,TWA.VA,ALKS,0.40
ba0f01db-565d-493c-94c4-c5de523aea13,DCH.VA,ALKS,0.40
20c2f944-3ee2-41ad-9804-8281f7798f7c,BHU.VA,EXPE,0.20
fa613cc7-3d86-4142-8b10-7f254962a865,DCH.VA,STMP,7.20
b1629fbb-12fa-4892-a7e5-96785fbe2ec9,BHU.VA,COF,0.58
07992014-9ed5-4fd5-915c-7917de71ee97,NSH.CORE,JPM,0.05
b0e16cea-3eca-434f-ad77-617a39cd5074,NSH.CORE,GS,0.23
60e6b16b-0930-42ce-8380-decd06c4b204,LPS.VM,AAL,5.40
9c8a79ad-97c0-45d5-a61d-f80fbabf8050,JYA.VA,STMP,0.50
c23f4df4-6b60-4f45-8394-9bd422d8a6af,MMA.VA,GE,0.61
1f730975-7aa9-4ee5-a240-33007f5b7f76,MMA.VA,GE,0.72
