Ticker ,Date,# Orders,Order Qty,"Executed
Qty",Executed Value ,Average Order Qty,Spread Cost (Bps),"Open
 Price","Arrival
 Mid
 Price","Close
 Price","Fill 
Rate"
AOSL.OQ,20160530,2,2915,2915,36647,1458,25.76,-116.52,-14.57,1.43,1.00
APA.N,20160530,15,29337,29337,1582505,1956,4.51,-173.38,-10.08,-4.99,1.00
APAM.N,20160530,1,518,518,16151,518,15.13,0.32,-2.89,0.32,1.00
APC.N,20160530,20,118291,118155,5796832,5915,4.84,-230.30,12.62,-4.83,1.00
APD.N,20160530,2,253,253,36413,127,5.71,104.09,-3.83,5.33,1.00
APEI.OQ,20160530,22,34970,33931,869534,1590,47.80,545.69,-11.42,3.25,0.97
APH.N,20160530,9,15006,15006,856368,1667,3.99,-88.29,-1.08,1.13,1.00
APIC.OQ,20160530,1,1,1,11,1,58.34,-311.64,-17.81,61.84,1.00
APLP.OQ,20160530,2,2228,2228,28180,1114,104.62,-282.89,-14.66,-6.3,1.00
APO.N,20160530,15,40657,39276,651290,2710,8.58,94.13,-8.34,17.26,0.97
APOG.OQ,20160530,11,10207,10207,440468,928,18.26,-151.30,-4.19,6.13,1.00
APOL.OQ,20160530,34,25986,25986,235654,764,12.06,-6.82,-4.25,-26.55,1.00
APU.N,20160530,13,25983,25983,1162188,1999,15.62,78.10,-9.71,12.95,1.00
AR.N,20160530,32,31423,31423,821033,982,34.99,-7.67,-6.36,-25.53,1.00
ARC.N,20160530,1,3,3,12,3,41.24,0.00,-12.06,47.96,1.00
ARCB.OQ,20160530,5,3123,2462,41814,625,84.08,-232.31,-8.65,-25.74,0.79
ARCC.OQ,20160530,29,370203,363590,5452182,12766,6.90,73.13,-6.88,3.6,0.98
ARE.N,20160530,5,4751,4751,451754,950,9.27,158.10,-10.93,32.92,1.00
ARES.N,20160530,2,6789,6789,96402,3395,106.09,27.58,-42.26,-0.17,1.00
AREX.OQ,20160530,2,1744,1019,2503,872,65.09,-367.03,31.09,92.8,0.58
ARMH.OQ,20160530,17,17659,17659,726600,1039,2.73,38.09,0.24,-1.58,1.00
ARMK.N,20160530,7,1643,1643,55017,235,42.89,-0.46,-1.45,-57.95,1.00
ARP.N,20160530,5,8516,7642,4792,1703,105.28,90.73,-71.37,105.06,0.90
ARR.N,20160530,26,89781,83089,1663217,3453,7.13,84.53,-11.94,0.48,0.93
ARRS.OQ,20160530,12,22669,22669,519328,1889,5.59,-91.94,-5.49,-6.81,1.00
ARW.N,20160530,11,6873,6725,407461,625,9.03,56.39,-2.93,-6.12,0.98
ASA.N,20160530,42,118517,64065,805954,2822,52.45,284.13,-16.73,-26.78,0.54
ASC.N,20160530,3,2755,2755,24523,918,31.16,-205.65,-10.23,-43.63,1.00
ASEI.OQ,20160530,2,493,493,14180,247,47.64,127.26,-11.39,21.72,1.00
ASML.OQ,20160530,20,58234,58234,5534773,2912,4.78,58.22,-3.08,0.41,1.00
ASNA.OQ,20160530,22,225956,202919,1545681,10271,12.91,-332.66,-4.18,22.25,0.90
ASPS.OQ,20160530,11,2966,2966,85036,270,27.37,84.12,-8.55,-91.12,1.00
ASTE.OQ,20160530,1,170,170,9127,170,23.80,293.33,0.93,-20.45,1.00
ASYS.OQ,20160530,1,603,603,3622,603,211.64,105.44,-35.09,-355.17,1.00
ATHM.N,20160530,41,34350,33998,893122,838,21.72,203.86,-3.1,-17.95,0.99
ATHN.OQ,20160530,4,504,504,65344,126,18.84,233.20,2.16,11.86,1.00
ATI.N,20160530,10,26187,26187,326793,2619,9.75,208.31,-16.55,2.44,1.00
ATO.N,20160530,8,1222,1222,89567,153,7.72,73.53,-4.32,7.95,1.00
ATR.N,20160530,1,430,430,33394,430,8.86,75.25,-15.43,33.59,1.00
ATSG.OQ,20160530,2,779,779,10951,390,21.07,-106.57,-19.8,-5.86,1.00
ATU.N,20160530,2,118,118,3067,59,10.49,-19.82,-6.68,23.59,1.00
ATVI.OQ,20160530,20,55704,55704,2031106,2785,3.08,-29.49,-7.56,11.6,1.00
ATW.N,20160530,16,21411,21411,228211,1338,11.10,-273.36,-8.91,-20.99,1.00
AU.N,20160530,20,76229,76229,1090007,3811,6.88,130.71,-5.25,-56.72,1.00
AUY.N,20160530,21,20013,19606,87026,953,22.12,222.76,4.41,-62.7,0.98
AVA.N,20160530,7,4563,4563,182406,652,11.73,195.62,-9.05,16,1.00
AVAV.OQ,20160530,3,1226,1226,34165,409,31.20,-85.10,-12.94,-4.54,1.00
AVD.N,20160530,2,311,311,5057,156,20.18,-235.48,-66.96,9.37,1.00
AVG.N,20160530,10,10171,10171,191675,1017,14.54,76.07,0.67,-25.62,1.00
AVGO.OQ,20160530,23,49303,49303,7235953,2144,5.71,122.26,-4.98,6.12,1.00
AVH.N,20160530,1,374,374,2079,374,59.75,-53.67,-17.95,18.02,1.00
AVP.N,20160530,40,9158,8990,36958,229,23.15,-152.46,-6.69,-17.62,0.98
AVT.N,20160530,9,5808,5808,228645,645,4.39,15.48,-1.53,-11.66,1.00
AVY.N,20160530,17,1839,1839,138001,108,4.83,-61.20,-0.49,-12.35,1.00
AWH.N,20160530,6,1517,1517,54923,253,4.36,17.36,-4.83,11.59,1.00
AWI.N,20160530,4,4288,4288,174555,1072,8.76,-185.21,-10.75,23.63,1.00
AWK.N,20160530,26,78936,72502,5341974,3036,3.73,132.27,-6.36,4.81,0.92
AWR.N,20160530,42,17052,17021,685034,406,16.89,210.63,-7.07,2.47,1.00
AXDX.OQ,20160530,5,130,130,1499,26,42.09,25.72,-12.76,-48.18,1.00
AXL.N,20160530,8,10489,10489,167810,1311,8.25,-57.12,1.09,-13.18,1.00
AXLL.N,20160530,25,1060,1060,24239,42,10.94,-121.54,-6.55,-28.62,1.00
AXP.N,20160530,23,22628,22521,1431915,984,1.86,72.29,-0.27,-1.29,1.00
AXS.N,20160530,2,977,977,53000,489,5.52,-80.88,-5.89,29.8,1.00
AXTA.N,20160530,19,92860,92860,2617393,4887,38.86,122.84,-3.02,7.8,1.00
AYI.N,20160530,15,6261,6261,1573890,417,15.09,-124.91,-1.43,-12.94,1.00
AYR.N,20160530,11,18746,18746,394163,1704,13.97,170.95,-6.32,12.81,1.00
AZN.N,20160530,41,61705,61673,1801274,1505,3.48,65.12,-4.74,9.99,1.00
AZO.N,20160530,14,8432,8432,6422585,602,17.48,80.28,-3.16,5.22,1.00
AZPN.OQ,20160530,11,9759,9759,364930,887,8.42,27.81,-0.92,0.74,1.00
BA.N,20160530,36,82290,77259,10040276,2286,2.61,-133.25,-0.95,-2.2,0.94
BABA.N,20160530,35,190606,178540,13904385,5446,4.63,133.82,-10.05,23.29,0.94
BABY.OQ,20160530,39,1503,1503,48845,39,16.39,-115.96,-0.96,0.97,1.00
BAC.N,20160530,2,17523,17523,245132,8762,6.98,-99.51,0.38,28.01,1.00
BAH.N,20160530,12,21264,21264,606096,1772,5.42,121.99,-1.06,21.65,1.00
BAK.N,20160530,2,512,512,6856,256,8.55,-168.91,1.94,-77.73,1.00
BAM.N,20160530,10,11814,11814,405454,1181,3.61,113.71,-6.45,12.09,1.00
BANC.N,20160530,14,26050,26050,497479,1861,8.25,169.20,-8.18,-15.1,1.00
BAP.N,20160530,13,9238,9238,1321397,711,17.51,174.45,-7.89,15.46,1.00
BAX.N,20160530,26,32874,32874,1474351,1264,2.46,83.57,-0.55,-0.08,1.00
BBBY.OQ,20160530,26,134104,134104,5964199,5158,4.26,-198.15,-4.05,10.49,1.00
BBD.N,20160530,27,53189,52721,386653,1970,13.65,153.37,-8.67,-25.34,0.99
BBG.N,20160530,3,3708,3708,26496,1236,17.56,-488.57,-25.82,-0.83,1.00
BBL.N,20160530,12,9301,9267,228882,775,4.21,-180.92,-2.54,-15.22,1.00
BBOX.OQ,20160530,3,6799,6799,94781,2266,52.87,-6.89,14.16,-120.2,1.00
BBRG.OQ,20160530,15,5831,5831,41810,389,46.27,-51.08,-0.11,-118.25,1.00
BBRY.OQ,20160530,15,241793,241793,1656343,16120,14.58,171.43,-3.84,11.47,1.00
BBSI.OQ,20160530,1,246,246,9060,246,53.85,-2296.54,1.87,-89.9,1.00
BBT.N,20160530,12,31436,31436,1110850,2620,2.96,123.08,-2.67,-4.76,1.00
BBVA.N,20160530,2,5160,5160,34056,2580,14.83,149.24,-7.58,15.12,1.00
BBW.N,20160530,33,9758,9758,131953,296,24.85,-430.54,-14.1,3.07,1.00
BBY.N,20160530,30,304563,229885,7315923,10152,3.75,83.77,-2.96,-11.7,0.76
BC.N,20160530,16,27358,27223,1271388,1710,6.00,-126.42,-2.93,-13.15,1.00
BCC.N,20160530,6,9324,8532,191801,1554,22.41,-496.24,8.5,22.11,0.92
BCE.N,20160530,40,84955,76213,3528670,2124,2.39,38.82,-1.75,4.73,0.90
BCEI.N,20160530,31,4607,4607,14979,149,31.25,580.26,-4.8,59.58,1.00
BCO.N,20160530,3,650,650,21302,217,13.73,-11.19,-1.71,-19.98,1.00
BCOR.OQ,20160530,11,6990,6990,61613,635,19.06,118.94,-4.92,31.34,1.00
BCPC.OQ,20160530,2,414,414,26424,207,43.76,33.58,-17.82,24.58,1.00
BCR.N,20160530,19,2869,2869,626480,151,8.11,69.27,-3.18,-6.98,1.00
BCS.N,20160530,11,62392,41931,423726,5672,10.00,77.58,0.21,-3.68,0.67
BDC.N,20160530,2,276,276,17447,138,26.79,-16.27,0.09,-16.27,1.00
BDX.N,20160530,33,82983,82430,13633701,2515,6.04,93.15,-4.34,0.31,0.99
BEAT.OQ,20160530,38,13144,13144,202284,346,25.42,149.99,-9.19,-16.49,1.00
BEAV.OQ,20160530,10,5718,5718,271323,572,6.12,-30.99,-3.78,-2.84,1.00
BECN.OQ,20160530,39,15348,15348,649402,394,12.18,66.51,-7.14,-13.35,1.00
BEL.N,20160530,2,8708,8708,79320,4354,27.30,77.01,6.62,-42.75,1.00
BELFB.OQ,20160530,1,46,46,779,46,101.49,93.62,-8.87,-11.83,1.00
BEN.N,20160530,16,30657,29990,1078277,1916,3.36,123.12,-0.94,-3,0.98
BERY.N,20160530,18,21856,20738,796631,1214,5.42,111.83,-8.27,6.52,0.95
BETR.N,20160530,16,22293,16497,227406,1393,40.93,-53.98,-5.06,17.61,0.74
BFAM.N,20160530,2,3196,3196,210040,1598,20.83,-15.21,13.66,-64.29,1.00
BFR.N,20160530,8,7026,6855,139509,878,27.07,-134.84,-19.33,-21.72,0.98
BG.N,20160530,19,12940,12940,807703,681,5.36,39.98,-0.85,4.14,1.00
BGC.N,20160530,13,15714,15714,225051,1209,16.71,254.62,-8.71,8.52,1.00
BGFV.OQ,20160530,5,2648,2648,27340,530,28.20,212.33,-8.54,32.96,1.00
BGG.N,20160530,10,17764,17764,382139,1776,10.27,-121.80,3.97,-13.19,1.00
BGS.N,20160530,22,82999,82999,3550782,3773,10.26,134.57,-6.85,4.38,1.00
BHE.N,20160530,7,5427,5427,109263,775,9.79,-17.86,-5.99,-34.53,1.00
BHI.N,20160530,36,18582,18582,842868,516,4.90,-90.74,0.01,-3.12,1.00
BHP.N,20160530,35,200434,199794,5467752,5727,3.69,-150.78,-0.55,-2.76,1.00
BID.N,20160530,16,34901,34724,989927,2181,6.97,-232.57,-8.01,1.69,1.00
BIDU.OQ,20160530,42,24429,24282,4149014,582,5.96,71.69,-0.79,12.87,0.99
BIG.N,20160530,27,113868,113003,4994738,4217,6.65,-187.66,-0.15,-0.41,0.99
BIIB.OQ,20160530,25,29638,29638,8006828,1186,8.07,174.54,-0.67,-4.65,1.00
BIO.N,20160530,14,4260,4260,620685,304,25.45,-72.48,-17.5,-10.72,1.00
BITA.N,20160530,41,48156,48155,991451,1175,18.00,447.39,-11.08,-39.94,1.00
BJRI.OQ,20160530,1,512,512,21811,512,16.17,-104.53,7.05,-42.08,1.00
BK.N,20160530,13,26158,26158,1078020,2012,2.62,133.81,-1.9,-7.9,1.00
BKD.N,20160530,12,27511,27511,491811,2293,6.89,-127.60,-2.48,-3.83,1.00
BKE.N,20160530,19,53178,51685,1253485,2799,14.00,121.50,-3.46,9.09,0.97
BKEP.OQ,20160530,2,78,78,400,39,115.38,69.56,-127.31,-490.56,1.00
BKH.N,20160530,7,8631,8631,521011,1233,9.39,195.12,-14.58,-9.97,1.00
BKS.N,20160530,13,26817,26817,301353,2063,13.03,321.48,-2.41,-10.86,1.00
BKU.N,20160530,2,440,440,14547,220,5.59,14.16,1.52,-19.07,1.00
BLD.N,20160530,1,128,128,4159,128,19.25,42.91,-16.96,33.74,1.00
BLDR.OQ,20160530,40,10361,10361,116634,259,11.31,-281.99,4.08,1.1,1.00
BLK.N,20160530,5,1230,1230,431389,246,11.24,130.88,1.63,2.15,1.00
BLL.N,20160530,38,61914,37818,2725377,1629,4.83,88.77,0.69,0.2,0.61
BLMN.OQ,20160530,6,5357,5357,102195,893,7.07,85.39,-6.79,11.03,1.00
BLOX.N,20160530,40,13476,13476,230590,337,9.38,-125.00,-1.04,-22.76,1.00
BLUE.OQ,20160530,2,482,482,19752,241,31.63,314.76,12.05,-60.95,1.00
BMA.N,20160530,39,3427,3427,210850,88,47.55,21.40,-8.18,-3.61,1.00
BMI.N,20160530,33,15214,15214,1118777,461,39.90,149.24,-13.35,-6.9,1.00
BMO.N,20160530,31,158931,158931,10083295,5127,2.60,80.27,-1.5,13.54,1.00
BMRN.OQ,20160530,41,28098,27997,2377395,685,16.41,118.18,-3.82,-14.1,1.00
BMS.N,20160530,7,4719,4719,233694,674,5.65,71.70,-5.36,10.12,1.00
BMY.N,20160530,30,46053,45808,3261555,1535,2.19,77.43,-0.98,7.21,1.00
BNFT.OQ,20160530,2,92,92,3399,46,188.88,12.24,-13.54,43.61,1.00
BNS.N,20160530,37,110437,109681,5365609,2985,2.31,73.50,-2.16,5.72,0.99
BOBE.OQ,20160530,1,1266,1266,56932,1266,17.43,0.00,-11.11,6.68,1.00
BOFI.OQ,20160530,21,7308,7308,132204,348,11.26,-19.28,-2.03,-12.07,1.00
BOJA.OQ,20160530,8,10002,10002,170836,1250,81.45,16.11,-10.31,22.09,1.00
BOOT.N,20160530,1,41,41,238,41,39.62,491.80,-8.63,-175.44,1.00
BP.N,20160530,20,166943,166943,5302076,8347,3.12,62.01,-3.28,11.61,1.00
BPI.N,20160530,2,9543,9543,89725,4772,38.23,-29.50,-34.81,-18.93,1.00
BPL.N,20160530,11,20323,20323,1426089,1848,17.02,145.35,-17.89,-6.74,1.00
BPT.N,20160530,5,6210,6210,85193,1242,67.87,449.02,-54.93,-53.19,1.00
BPY.N,20160530,1,2444,2444,58858,2444,21.41,47.04,3.22,59.63,1.00
BR.N,20160530,12,9179,9179,583364,765,4.55,108.44,-4.72,-21.82,1.00
BRCD.OQ,20160530,32,150931,150866,1243899,4717,11.41,115.83,1.15,19.25,1.00
BREW.OQ,20160530,2,72,72,605,36,81.85,-176.52,-45.56,-20.74,1.00
BRFS.N,20160530,3,4292,4292,55996,1431,7.31,226.81,3.44,-2.03,1.00
BRKR.OQ,20160530,24,917,917,24600,38,6.41,-14.62,-3.61,-0.59,1.00
BRKb.N,20160530,24,88563,88563,12663141,3690,1.72,85.93,-0.74,-10.59,1.00
BRO.N,20160530,3,58,58,2045,19,3.77,76.97,-1.42,-0.29,1.00
BRS.N,20160530,7,11184,11184,133027,1598,24.24,-555.58,44.77,-112.15,1.00
BRSS.N,20160530,3,5106,5106,138863,1702,20.88,263.61,-10.77,-1.74,1.00
BRX.N,20160530,3,1947,1947,48911,649,20.93,119.54,0.95,-7.26,1.00
BSFT.OQ,20160530,1,207,207,8717,207,18.23,270.73,-5.93,7.13,1.00
BSM.N,20160530,2,913,913,15129,457,72.62,-252.79,-47.89,73.11,1.00
BSQR.OQ,20160530,1,6029,6029,36097,6029,86.05,-28.77,-104.94,-113.47,1.00
BSX.N,20160530,29,97427,97427,2164037,3360,4.55,81.81,-0.71,1.93,1.00
BTE.N,20160530,3,17919,17919,81480,5973,20.95,628.43,-21.16,127.46,1.00
BTI.A,20160530,4,888,888,108565,222,6.39,75.25,-6.73,-3.62,1.00
BUD.N,20160530,40,243959,154415,19298691,6099,3.12,-64.82,-2.54,-5.29,0.63
BUFF.OQ,20160530,10,5455,5455,140872,546,67.09,66.05,-5.63,-13.04,1.00
BURL.N,20160530,19,33346,31941,1772260,1755,58.52,19.77,-8.66,0.46,0.96
BVN.N,20160530,25,173805,157458,1543061,6952,11.33,264.50,1.52,-35.73,0.91
BW.N,20160530,3,457,457,10311,152,12.99,16.06,4,94.95,1.00
BWA.N,20160530,17,26315,26315,878822,1548,4.85,-163.97,-3.54,7.48,1.00
BWINB.OQ,20160530,1,405,405,9889,405,55.11,-29.81,-11.45,6.97,1.00
BWLD.OQ,20160530,12,10165,10165,1413426,847,12.54,168.37,-5.61,6.21,1.00
BWP.N,20160530,7,22871,22871,381997,3267,12.93,118.47,-14.02,7.76,1.00
BWXT.N,20160530,6,2780,2780,96279,463,154.42,35.03,-4.2,3.5,1.00
BX.N,20160530,15,31002,31002,808276,2067,4.75,17.56,-5.24,-3.16,1.00
BXLT.N,20160530,2,718,718,31604,359,25.34,20.33,1.4,33.67,1.00
BXMT.N,20160530,6,10248,10248,285078,1708,6.64,92.63,-5.92,14.61,1.00
BXS.N,20160530,2,1406,1406,31662,703,5.84,82.97,-2.07,2.7,1.00
BYD.N,20160530,41,51590,51525,970052,1258,6.76,124.63,-6.15,-10.93,1.00
BZH.N,20160530,20,13095,13093,97360,655,17.72,-344.77,-12.73,-7.32,1.00
C.N,20160530,13,52976,51917,2354395,4075,2.25,65.97,-0.09,-5.29,0.98
CA.OQ,20160530,17,56502,51093,1593261,3324,3.54,31.40,-3.61,13.46,0.90
CAA.N,20160530,14,32234,32234,1102595,2302,70.57,-35.09,-0.46,40.33,1.00
CAB.N,20160530,41,18250,18248,892190,445,7.47,-118.31,-1.85,-4.41,1.00
CAG.N,20160530,19,60110,59282,2660208,3164,2.86,-119.06,-0.39,-23.56,0.99
CAH.N,20160530,8,3548,3548,276695,444,3.33,117.49,0.11,-11.31,1.00
CAI.N,20160530,2,1574,1574,15744,787,40.34,-27.87,6.8,21.45,1.00
CAJ.N,20160530,2,273,273,7612,137,4.67,49.36,-6.53,0.79,1.00
CAKE.OQ,20160530,5,2642,2642,130363,528,6.50,90.04,-5.4,20.94,1.00
CAL.N,20160530,6,8583,8583,193094,1431,17.88,-42.67,-10.64,-27.55,1.00
CALD.OQ,20160530,5,687,687,12050,137,14.37,-21.20,-9.67,-16.22,1.00
CALL.OQ,20160530,1,129,129,797,129,49.65,-206.02,-40.29,-159.24,1.00
CALM.OQ,20160530,1,306,306,14921,306,12.17,-38.82,-7.17,8.21,1.00
CALX.N,20160530,1,11,11,76,11,25.92,72.99,-7.24,0,1.00
CAMP.OQ,20160530,1,217,217,3162,217,12.48,110.49,-17.66,40.81,1.00
CAPL.N,20160530,1,5809,5809,133363,5809,64.61,-100.04,-13.92,25.33,1.00
CAR.OQ,20160530,30,134326,134326,3578080,4478,7.64,-210.59,-9.24,-3.76,1.00
CARB.OQ,20160530,2,986,986,7569,493,77.65,-100.31,-15.4,-8.13,1.00
CAS.N,20160530,2,58,58,104,29,85.97,-26.49,-27.86,-28.01,1.00
CASY.OQ,20160530,2,931,931,107953,466,13.58,99.85,1.07,-27.48,1.00
CAT.N,20160530,39,147415,147214,10748703,3780,2.42,-162.57,0.13,3.8,1.00
CATM.OQ,20160530,1,644,644,23905,644,15.01,-27.01,1.35,8.08,1.00
CATO.N,20160530,6,3520,3520,122287,587,36.32,-22.25,-32.57,31.11,1.00
CATY.OQ,20160530,6,5649,5649,167918,942,7.08,96.98,-3.09,-25.49,1.00
CAVM.OQ,20160530,43,71415,71378,3401983,1661,12.09,-180.72,-2.43,-0.3,1.00
CB.N,20160530,15,15380,15380,1930351,1025,4.37,84.48,-1.49,3.2,1.00
CBD.N,20160530,2,294,294,4143,147,7.27,-195.47,-10.64,21.15,1.00
CBF.OQ,20160530,1,267,267,7767,267,28.80,-211.98,-8.59,0,1.00
CBG.N,20160530,8,23669,23669,690612,2959,4.35,-156.37,-0.1,12.46,1.00
CBI.N,20160530,30,116135,116135,4347510,3871,6.30,155.31,-4.71,7.41,1.00
CBL.N,20160530,3,12674,12674,133528,4225,9.28,305.86,1.15,7.42,1.00
CBM.N,20160530,21,69038,68560,3289797,3288,19.89,132.70,-12.29,-15.39,0.99
CBOE.OQ,20160530,4,4049,4049,255636,1012,7.71,108.82,-5.56,-8.17,1.00
CBPO.OQ,20160530,6,1940,1940,222179,323,37.35,-8.22,-12.6,-7.45,1.00
CBPX.N,20160530,3,1061,1061,22634,354,24.68,120.71,-14.52,4.71,1.00
CBRL.OQ,20160530,4,2932,2932,445164,733,15.10,-7.39,0.27,53.62,1.00
CBS.N,20160530,40,48844,47091,2568190,1221,2.70,37.90,-1.23,-5.13,0.96
CBSH.OQ,20160530,3,846,846,40371,282,7.81,76.61,-2.32,16.57,1.00
CBT.N,20160530,5,2013,2013,92358,403,12.43,26.35,-6.01,0.23,1.00
CC.N,20160530,7,3181,3181,30117,454,54.18,-199.98,-11.1,25,1.00
CCC.N,20160530,38,8555,8555,129301,225,13.09,210.58,1.27,10.55,1.00
CCE.N,20160530,29,16605,16605,857188,573,3.08,-105.56,-0.83,-10.09,1.00
CCI.N,20160530,25,51645,51645,4598206,2066,3.16,66.79,-2.66,5.45,1.00
CCIH.OQ,20160530,2,9686,9686,78943,4843,55.55,-144.90,-18.32,-60.78,1.00
CCJ.N,20160530,15,72559,72559,858971,4837,8.22,124.74,-6.97,4.02,1.00
CCK.N,20160530,10,11005,11005,592450,1101,5.97,103.38,-3.91,-6.16,1.00
CCL.N,20160530,26,79408,79180,3881246,3054,2.19,110.37,-1.01,-8.39,1.00
CCLP.OQ,20160530,1,212,212,1804,212,114.06,-279.39,-1.57,10.17,1.00
CCO.N,20160530,2,1262,1262,6514,631,39.35,161.49,-5.83,-73.01,1.00
CCOI.OQ,20160530,4,5301,4527,174865,1325,14.00,-12.40,5.62,9.77,0.85
CCP.N,20160530,7,5581,5581,141613,797,8.95,96.32,-4.17,9.42,1.00
CCRN.OQ,20160530,2,138,138,1673,69,27.61,-31.99,-6.34,-32.89,1.00
CCUR.OQ,20160530,11,18016,12900,82363,1638,276.55,16.28,-44.64,-40.69,0.72
CDE.N,20160530,18,8625,8625,67130,479,13.20,-189.60,-7.75,-14.13,1.00
CDI.N,20160530,2,7630,7630,49542,3815,54.26,-201.94,-63.24,66.25,1.00
CDK.OQ,20160530,24,28031,28010,1445149,1168,37.70,-71.71,-1.5,-6.23,1.00
CDNS.OQ,20160530,11,56894,56894,1397304,5172,4.65,201.05,1.58,-17.66,1.00
CDW.OQ,20160530,12,6438,6438,266473,537,7.10,60.51,-1.75,7.23,1.00
CDZI.OQ,20160530,1,300,300,1824,300,83.60,-322.58,0,32.79,1.00
CE.N,20160530,10,16538,16538,1163146,1654,7.11,62.07,-5.05,3.19,1.00
CEB.N,20160530,18,1333,1333,81086,74,22.30,1.33,-0.92,-10.59,1.00
CECE.OQ,20160530,2,1112,1112,7239,556,48.80,91.68,15.21,-30.19,1.00
CECO.OQ,20160530,15,24787,24787,141500,1652,28.09,55.32,-6.76,-19.68,1.00
CEL.N,20160530,5,859,423,3192,172,63.79,-148.81,16.54,-1.22,0.49
CELG.OQ,20160530,25,18515,18515,1912141,741,4.39,9.52,-1.4,9.39,1.00
CENT.OQ,20160530,2,9728,9728,162288,4864,34.58,-172.30,28.34,69.91,1.00
CENTA.OQ,20160530,3,4171,4171,67904,1390,24.80,168.13,-25.12,-9.58,1.00
CENX.OQ,20160530,24,150407,150407,1110980,6267,14.05,403.19,-6.81,-25.61,1.00
CEQP.N,20160530,3,1087,1087,19897,362,91.71,82.51,-16.18,-19.54,1.00
CERN.OQ,20160530,30,71026,69446,3796087,2368,4.20,104.47,-1.93,-9.1,0.98
CERS.OQ,20160530,2,5475,5475,33828,2738,17.10,-5.51,-18.42,-23.99,1.00
CEVA.OQ,20160530,11,6794,6313,167971,618,29.42,-14.73,-11.8,-19.63,0.93
CF.N,20160530,24,101728,97980,2814999,4239,5.74,-449.96,0.66,-27.48,0.96
CFG.N,20160530,7,18837,18837,412877,2691,28.24,105.02,-4.1,2.86,1.00
CFMS.OQ,20160530,5,5265,2639,24917,1053,69.96,608.95,15.27,37.2,0.50
CFX.N,20160530,19,63747,63747,1671107,3355,8.46,-129.47,-6.96,-23.09,1.00
CG.OQ,20160530,1,673,673,10842,673,12.64,-110.50,-3.1,31.13,1.00
CGNX.OQ,20160530,12,8685,8563,348297,724,12.97,-104.47,-2.53,-1.9,0.99
CHD.N,20160530,15,11634,11634,1130214,776,6.26,-232.48,-1.43,-13.78,1.00
CHDN.OQ,20160530,36,5727,5727,730067,159,33.03,-162.89,0.81,7.54,1.00
CHGG.N,20160530,3,12972,12972,60333,4324,33.57,131.44,-8.68,23.24,1.00
CHH.N,20160530,1,161,161,8197,161,16.37,33.50,-11.77,-9.81,1.00
CHK.N,20160530,24,76253,75972,344285,3177,22.23,-63.14,1.27,-33.34,1.00
CHKP.OQ,20160530,14,45847,45847,3856170,3275,5.43,-123.67,-3.95,-2.01,1.00
CHL.N,20160530,12,22483,22483,1233937,1874,3.29,1.33,0.37,-11.06,1.00
CHMT.N,20160530,1,366,366,9712,366,9.08,102.75,-16.81,54.52,1.00
CHRW.OQ,20160530,29,38012,33126,2419515,1311,4.29,44.95,-1.76,-1.76,0.87
CHS.N,20160530,39,217149,216292,2516384,5568,9.04,-160.39,-7.01,8.82,1.00
CHT.N,20160530,5,3064,3064,104134,613,4.95,18.56,-2.23,4.97,1.00
CHTR.OQ,20160530,26,33968,33725,7341921,1306,6.71,-140.96,-2.55,20.78,0.99
CHUY.OQ,20160530,4,2681,2681,86003,670,19.41,-4.52,-21.94,-1.36,1.00
CI.N,20160530,39,3914,3885,507204,100,9.65,-102.04,-3.2,2.06,0.99
CIE.N,20160530,3,4359,4359,11666,1453,36.41,-24.48,-22.56,36.89,1.00
CIEN.N,20160530,24,81588,81588,1325352,3400,6.44,179.32,-6.37,-6.21,1.00
CIM.N,20160530,6,27249,27249,405045,4542,7.13,80.07,2.21,4.87,1.00
CINF.OQ,20160530,9,13889,13889,940240,1543,5.01,79.52,-3.52,-15.77,1.00
CIT.N,20160530,26,188063,188063,6154733,7233,5.18,-197.43,-4.32,2.19,1.00
CIVI.N,20160530,1,358,358,7593,358,46.15,128.94,-2.36,52.13,1.00
CKEC.OQ,20160530,21,608,608,18123,29,4.97,0.39,-1.64,6.08,1.00
CKP.N,20160530,10,326,326,3304,33,10.08,0.53,-4.38,-3.8,1.00
CL.N,20160530,40,134694,134692,9587426,3367,1.79,82.69,-4.31,7.19,1.00
CLB.N,20160530,14,25406,25406,3091032,1815,18.22,116.82,-7.84,-9.98,1.00
CLC.N,20160530,37,3005,3005,171372,81,14.15,-81.22,-1.85,2.04,1.00
CLDT.N,20160530,1,22,22,482,22,20.59,157.63,-6.84,-9.12,1.00
CLF.N,20160530,13,80949,80947,247413,6227,30.78,-244.95,-11.64,-50.21,1.00
CLGX.N,20160530,3,1527,1527,56448,509,9.43,31.47,-9.14,-14.97,1.00
CLI.N,20160530,13,21820,21820,556460,1678,7.33,169.52,-5.5,7.46,1.00
CLIR.OQ,20160530,2,1983,1983,8860,992,294.33,-106.31,-116.55,-248.43,1.00
CLMT.OQ,20160530,3,6927,6927,28532,2309,38.69,390.41,-54.47,25.84,1.00
CLNE.OQ,20160530,1,5200,5200,14285,5200,34.91,-360.66,118.64,-10.14,1.00
CLNY.N,20160530,33,29043,28917,524192,880,7.09,149.34,-3.27,17.11,1.00
CLR.N,20160530,18,30472,30122,1138396,1693,5.47,-332.56,-4.72,17.38,0.99
