Ticker ,Date,# Orders,Order Qty,"Executed
Qty",Executed Value ,Average Order Qty,Spread Cost (Bps),"Open
 Price","Arrival
 Mid
 Price","Close
 Price","Fill 
Rate"
CLVS.OQ,20160530,6,6,6,81,1,32.57,173.68,-11.69,4.85,1.00
CLX.N,20160530,17,23535,23535,3048812,1384,4.68,95.56,-3.64,2.87,1.00
CM.N,20160530,12,3794,3794,295868,316,3.63,50.14,-1.55,6.22,1.00
CMA.N,20160530,39,123080,122934,5389145,3156,3.91,-128.99,-0.99,-5,1.00
CMC.N,20160530,3,8082,8082,137775,2694,6.42,74.26,-17.34,-33.6,1.00
CMCO.OQ,20160530,1,176,176,2628,176,62.89,-125.66,-40.03,-33.38,1.00
CMCSA.OQ,20160530,27,124218,118082,7312039,4601,1.71,-36.23,-3.1,2.02,0.95
CME.OQ,20160530,25,42205,42205,4059159,1688,3.64,85.54,-0.09,-9.39,1.00
CMG.N,20160530,33,25887,25836,11542931,784,10.33,-177.55,-3.2,-12.78,1.00
CMI.N,20160530,31,95482,93949,10555747,3080,4.73,-187.39,-2.48,-3.23,0.98
CMO.N,20160530,1,2787,2787,26978,2787,10.13,222.22,-5.17,20.62,1.00
CMP.N,20160530,7,8660,8569,664180,1237,18.66,103.39,-9.09,-7.1,0.99
CMPR.OQ,20160530,4,395,395,39548,99,144.33,-26.48,-7.68,-0.85,1.00
CMRE.N,20160530,30,2513,2513,23158,84,37.25,84.87,-14.9,45.35,1.00
CMS.N,20160530,20,12294,12192,501725,615,2.76,126.17,-5.41,6.37,0.99
CNC.N,20160530,19,23043,23043,1366545,1213,4.13,-192.99,0.57,-2.99,1.00
CNI.N,20160530,26,52836,52573,3117306,2032,3.14,109.80,-1.6,1.72,1.00
CNK.N,20160530,9,3016,3016,106567,335,6.15,111.23,-1.13,-7.98,1.00
CNMD.OQ,20160530,7,4666,4666,183689,667,28.03,5.15,-4.56,-5.13,1.00
CNNX.N,20160530,3,10449,10449,144235,3483,75.31,-26.24,-104.9,-133.18,1.00
CNP.N,20160530,7,5879,5879,129037,840,4.67,44.06,-4.35,2.24,1.00
CNQ.N,20160530,39,70137,70045,2014725,1798,3.68,138.69,-4.47,5.13,1.00
CNS.N,20160530,5,3503,3503,132011,701,23.42,124.39,-4.16,-39.56,1.00
CNSL.OQ,20160530,4,7157,7157,172030,1789,18.51,-62.75,-2.71,-45.85,1.00
CNTY.OQ,20160530,1,494,494,2919,494,66.46,-15.25,-6.77,-32.26,1.00
CNX.N,20160530,23,85307,85011,1226683,3709,7.82,-356.32,4.35,-13.96,1.00
CODI.N,20160530,2,6777,6777,107127,3389,21.52,-83.32,-10.62,-15.04,1.00
COF.N,20160530,28,39469,38681,2794386,1410,2.91,145.85,-0.95,-1.75,0.98
COG.N,20160530,17,62855,62670,1488797,3697,4.70,-281.61,-15.8,-16.84,1.00
COH.N,20160530,26,105832,79500,3111399,4070,3.18,131.62,-3.92,-17.14,0.75
COL.N,20160530,8,7179,6895,623385,897,6.74,-58.15,-2.66,0.46,0.96
COLM.OQ,20160530,6,5593,5593,301536,932,17.60,-316.84,8.46,38.92,1.00
COMM.OQ,20160530,13,7471,7471,226156,575,34.95,58.36,-4.98,-11.18,1.00
CONE.OQ,20160530,6,5749,5749,273547,958,9.14,-121.07,-27.79,-4.39,1.00
CONN.OQ,20160530,25,837,837,9951,33,33.08,-316.63,-18.85,32,1.00
COO.N,20160530,5,1401,1401,223243,280,14.76,42.77,-11.92,-31.67,1.00
COP.N,20160530,30,99122,98490,4341168,3304,2.70,-98.55,1.88,-6.08,0.99
CORE.OQ,20160530,2,756,756,65277,378,25.89,-69.35,-8.43,31.78,1.00
CORR.N,20160530,2,1676,300,6598,838,43.93,-301.33,0.76,7.57,0.18
COST.OQ,20160530,28,204172,202356,29511686,7292,3.64,84.76,-2.94,-0.6,0.99
COT.N,20160530,12,23649,23103,333887,1971,9.58,164.48,-4.94,-2.28,0.98
COTY.N,20160530,21,5543,5543,152219,264,8.52,222.41,0.2,-0.92,1.00
COWN.OQ,20160530,7,234,234,774,33,32.25,-303.52,-14.84,29.91,1.00
CP.N,20160530,14,24547,24547,3269711,1753,7.80,-137.94,-2.93,-5.13,1.00
CPA.N,20160530,17,21878,21878,1195289,1287,21.13,179.69,-3.28,4.22,1.00
CPB.N,20160530,42,88069,87809,5525177,2097,3.37,-132.24,-2.15,-7.05,1.00
CPE.N,20160530,39,110201,110201,1220608,2826,9.94,144.69,-13.3,0.87,1.00
CPG.N,20160530,32,105547,105116,1708134,3298,20.36,190.22,-6.05,12.03,1.00
CPGX.N,20160530,34,2687,2687,68573,79,19.50,-1.69,-1.82,-2.55,1.00
CPHD.OQ,20160530,8,12085,12085,312809,1511,16.30,-424.01,-5.53,5.93,1.00
CPK.N,20160530,2,264,264,15932,132,47.23,-15.47,-20.67,-20.97,1.00
CPL.N,20160530,5,1312,1312,14441,262,11.00,169.54,-11.24,2.91,1.00
CPLA.OQ,20160530,39,18933,18929,990949,485,43.00,98.10,-13.28,4.6,1.00
CPN.N,20160530,16,138658,138658,2032002,8666,7.24,-164.00,3.76,-27.26,1.00
CPPL.N,20160530,40,10659,10659,149979,266,39.16,140.61,-12.8,4.53,1.00
CPRT.OQ,20160530,16,29853,29853,1407970,1866,6.62,200.17,-9.74,-6.08,1.00
CPSI.OQ,20160530,12,6152,5172,245941,513,25.82,-193.00,-30.5,-26.13,0.84
CPT.N,20160530,7,6200,6200,527817,886,8.49,67.30,-1.61,15.04,1.00
CPTA.OQ,20160530,2,870,870,11641,435,49.81,-95.58,-8,-13.33,1.00
CQH.A,20160530,1,900,900,17088,900,47.28,207.84,-19.53,-14.24,1.00
CQP.A,20160530,2,2219,2219,63289,1110,48.69,305.17,-28.43,-14.23,1.00
CR.N,20160530,2,676,676,37056,338,15.70,-74.00,-5.84,9.49,1.00
CRAI.OQ,20160530,1,187,187,4217,187,61.46,375.59,-4.44,-75.96,1.00
CRAY.OQ,20160530,39,20669,20669,667119,530,16.59,29.60,2.65,-10.59,1.00
CRC.N,20160530,3,7682,7309,13941,2561,49.45,542.60,-22.24,-45.77,0.95
CREE.OQ,20160530,26,112967,112428,2616029,4345,7.03,144.74,-2.59,1.11,1.00
CRESY.OQ,20160530,2,72,72,742,36,33.49,-87.34,-9.29,-0.81,1.00
CRH.N,20160530,5,2777,2777,83991,555,3.80,30.28,-2.89,3.5,1.00
CRI.N,20160530,7,1441,1441,149990,206,10.39,38.54,-2.52,-11.81,1.00
CRL.N,20160530,10,5077,5077,424234,508,13.35,-21.62,-3.76,3.83,1.00
CRM.N,20160530,19,22972,22972,1833785,1209,3.01,42.80,-1.85,-1.65,1.00
CROX.OQ,20160530,39,132416,94799,876719,3395,14.97,205.25,-10.22,-19.83,0.72
CRR.N,20160530,3,3971,3971,45815,1324,28.51,107.64,15.02,33.33,1.00
CRTO.OQ,20160530,8,4385,4385,195517,548,152.13,-37.18,-3.19,-11.72,1.00
CRUS.OQ,20160530,17,20741,20741,690027,1220,7.95,-235.68,-9.13,12.17,1.00
CRZO.OQ,20160530,14,56120,56120,2093152,4009,11.72,355.28,-6.97,3,1.00
CS.N,20160530,20,122971,122971,1715450,6149,6.92,60.65,-4.16,-7.36,1.00
CSAL.OQ,20160530,23,43452,41977,1016272,1889,45.85,128.04,-0.86,7.95,0.97
CSC.N,20160530,28,29392,29303,1304559,1050,4.22,312.85,-3.69,-44.65,1.00
CSCO.OQ,20160530,20,194211,194211,5297813,9711,3.67,106.74,-4.85,5.45,1.00
CSGS.OQ,20160530,2,1659,1659,73190,830,15.53,15.13,-2.65,21.95,1.00
CSH.N,20160530,39,7898,7854,293799,203,20.83,161.47,-10.74,-13.1,0.99
CSIQ.OQ,20160530,17,36311,36311,619868,2136,8.74,178.82,-13.2,-0.59,1.00
CSOD.OQ,20160530,12,29564,28576,1025724,2464,15.00,-166.27,-7.18,-2.61,0.97
CST.N,20160530,42,48253,48204,1789742,1149,8.23,-134.76,-1.05,-14.46,1.00
CSTE.OQ,20160530,37,27367,22355,843104,740,21.53,451.34,-15.87,-21.55,0.82
CSTM.N,20160530,2,1403,1403,7955,702,25.73,-102.90,-8.81,100.41,1.00
CSU.N,20160530,19,30592,30592,563939,1610,26.85,-88.72,0.06,3.87,1.00
CSX.OQ,20160530,17,95652,95652,2478214,5627,3.89,-120.45,-3.47,8.89,1.00
CTAS.OQ,20160530,6,1818,1818,169352,303,4.48,72.33,1.01,-13.56,1.00
CTB.N,20160530,7,3057,2727,89521,437,8.80,88.79,-5.04,-42.08,0.89
CTL.N,20160530,9,111603,111603,3132057,12400,3.59,-251.65,-2.58,-11.15,1.00
CTLT.N,20160530,39,96594,96594,2466569,2477,19.70,-313.36,2.56,-16.38,1.00
CTRL.OQ,20160530,6,17737,17737,137760,2956,51.03,-344.16,-8.68,-44.13,1.00
CTRP.OQ,20160530,42,199636,198318,8788328,4753,3.95,227.27,-2.63,-7.36,0.99
CTSH.OQ,20160530,41,62656,62594,3834569,1528,2.62,86.55,-3.05,1.42,1.00
CTSO.OQ,20160530,2,606,606,2672,303,136.34,22.73,-22.62,-134.23,1.00
CTWS.OQ,20160530,2,178,178,8665,89,46.57,219.47,-7.13,-14.24,1.00
CTXS.OQ,20160530,11,7944,7944,674074,722,5.38,109.27,-1.42,-6.4,1.00
CUBE.N,20160530,3,3922,3539,112669,1307,3.93,61.83,1.17,-36.36,0.90
CUDA.N,20160530,15,41414,41414,687259,2761,88.67,131.69,-0.39,-10.6,1.00
CUTR.OQ,20160530,2,623,623,6998,312,93.51,-324.26,-19.39,-58.81,1.00
CVA.N,20160530,28,10928,10928,181678,390,7.54,-186.07,-0.23,-15.96,1.00
CVC.N,20160530,34,18450,18450,636570,543,2.92,5.29,-2.01,-11.83,1.00
CVE.N,20160530,24,152311,152311,2252301,6346,6.88,162.50,-7.47,15.14,1.00
CVG.N,20160530,2,54,54,1450,27,7.96,-212.59,-1.79,-18.25,1.00
CVI.N,20160530,4,3207,3207,69458,802,16.31,15.90,-15.22,-0.01,1.00
CVLT.OQ,20160530,2,309,309,13775,155,16.80,-173.64,-0.69,-33.96,1.00
CVRR.N,20160530,36,22555,22434,238400,627,29.64,-246.27,-14.63,3.96,1.00
CVS.N,20160530,25,124637,114445,11656141,4985,1.84,129.35,0.58,-0.34,0.92
CVT.N,20160530,22,2447,2359,84258,111,5.89,8.85,-0.93,-6.32,0.96
CVX.N,20160530,22,21195,21195,2144568,963,1.45,55.74,-3.31,5.41,1.00
CW.N,20160530,2,998,998,76409,499,13.35,-61.31,0.21,-41.83,1.00
CWCO.OQ,20160530,2,1424,1424,20777,712,35.27,137.62,-16.74,-19.57,1.00
CWST.OQ,20160530,2,1172,1172,8379,586,40.43,69.80,-63.16,-28.52,1.00
CWT.N,20160530,11,10162,10162,288412,924,11.24,159.83,-10.91,-3.87,1.00
CX.N,20160530,5,16098,16098,104056,3220,14.81,-56.91,-11.4,-15.39,1.00
CXO.N,20160530,16,16734,16734,1961102,1046,11.50,111.45,-8.81,-0.03,1.00
CXP.N,20160530,1,418,418,8890,418,18.13,185.69,-5.93,-13,1.00
CXW.N,20160530,12,19324,19324,637879,1610,8.53,163.82,-4.61,29.54,1.00
CY.OQ,20160530,3,2327,2327,23648,776,10.35,-98.53,-2.91,8.7,1.00
CYBR.OQ,20160530,22,46972,46972,1984576,2135,37.36,211.28,-6.25,-5.86,1.00
CYH.N,20160530,9,34504,34504,452955,3834,8.90,122.65,3.12,-41.12,1.00
CYNO.OQ,20160530,1,1086,1086,50491,1086,16.84,224.51,-32.85,10.26,1.00
CYS.N,20160530,2,19990,19990,159662,9995,12.39,185.28,-19.78,39.02,1.00
CZZ.N,20160530,10,375,375,2020,38,20.13,-53.78,-9.29,-47.41,1.00
D.N,20160530,41,34767,34365,2454335,848,2.72,101.75,-8.94,4.32,0.99
DAKT.OQ,20160530,1,813,813,6447,813,28.49,-87.50,12.63,-50.19,1.00
DAL.N,20160530,29,107612,106605,4536202,3711,2.50,33.27,-1.06,-7.3,0.99
DANG.N,20160530,21,11003,8168,50206,524,17.00,357.24,-8.97,31.51,0.74
DAR.N,20160530,16,39449,39449,574252,2466,8.10,68.87,-5.29,-4.64,1.00
DATA.N,20160530,10,13119,13119,659300,1312,9.52,-220.90,-6.78,-30.73,1.00
DATE.OQ,20160530,1,7700,7700,57057,7700,24.17,67.93,-20.2,-13.48,1.00
DB.N,20160530,24,90781,90781,1542525,3783,5.78,39.52,-3.41,-3.16,1.00
DBD.N,20160530,27,54189,54159,1317163,2007,9.40,204.58,-6.54,13.2,1.00
DCI.N,20160530,4,1286,1286,41517,322,5.80,-3.23,-3.68,-6.49,1.00
DCM.N,20160530,14,8897,8897,223561,636,8.00,37.22,-3.43,7.53,1.00
DCO.N,20160530,1,3909,3909,63560,3909,89.91,-323.81,-74.35,-213.57,1.00
DCT.N,20160530,7,2794,2794,118502,399,3.94,125.06,-5.92,12.61,1.00
DD.N,20160530,36,5654,5512,358354,157,2.61,-91.25,-2.1,12.01,0.98
DDC.N,20160530,8,10709,10709,114339,1339,17.57,108.36,-6.15,-9.22,1.00
DDD.N,20160530,10,10251,10251,133662,1025,8.66,-5.33,-6.9,-5.89,1.00
DDR.N,20160530,1,688,688,11851,688,5.86,235.10,5.64,8.54,1.00
DDS.N,20160530,16,32635,32635,1969472,2040,13.85,-243.69,-7.84,9.19,1.00
DE.N,20160530,27,61598,60991,4924291,2281,3.09,-170.93,-4.34,-4.59,0.99
DECK.N,20160530,18,47823,47823,2504110,2657,11.77,-484.52,-10.53,32.48,1.00
DEI.N,20160530,7,1279,1279,42111,183,4.16,137.95,-3.32,-7.54,1.00
DENN.OQ,20160530,8,18061,18061,187802,2258,13.75,75.50,-8.6,0.9,1.00
DEO.N,20160530,6,5300,5300,569419,883,3.80,-6.31,-3.43,-4.34,1.00
DEPO.OQ,20160530,42,7020,6991,127733,167,10.20,78.93,-6.12,7.91,1.00
DERM.OQ,20160530,2,72,72,2128,36,67.79,296.78,-11.55,-244.3,1.00
DEST.OQ,20160530,39,11235,11235,71856,288,78.70,-369.14,-15.86,-47.07,1.00
DF.N,20160530,17,32669,32669,594832,1922,6.06,66.97,-2.45,-13.91,1.00
DFS.N,20160530,23,18693,18693,1038967,813,2.48,51.10,-1.53,2.46,1.00
DFT.N,20160530,11,13185,13185,553914,1199,6.12,153.14,-6.58,12.15,1.00
DG.N,20160530,41,259913,259460,21649306,6339,3.25,85.94,-1.41,5.45,1.00
DGX.N,20160530,16,18233,18228,1393550,1140,4.56,49.24,-0.92,-4.65,1.00
DHI.N,20160530,17,54481,54481,1625457,3205,3.61,108.77,-1.93,-2.44,1.00
DHR.N,20160530,31,3350,3283,321367,108,2.08,-29.38,-0.62,3.9,0.98
DHT.N,20160530,3,9468,9468,53993,3156,17.51,29.31,-21.25,-10.13,1.00
DIA.P,20160530,23,13833,13830,2449878,601,0.80,-45.38,-0.77,-2.31,1.00
DIN.N,20160530,9,4616,4616,387777,513,19.89,-17.36,8.58,-8.38,1.00
DIOD.OQ,20160530,1,3796,3796,67928,3796,20.33,-58.59,-11.43,2.53,1.00
DIS.N,20160530,40,376571,369253,37713227,9414,1.36,21.75,-3.97,5.18,0.98
DISCA.OQ,20160530,17,80512,80512,2220573,4736,4.22,-204.99,-4.03,3.42,1.00
DISCK.OQ,20160530,8,6985,6985,184768,873,4.48,-100.44,-8.43,-2.47,1.00
DISH.OQ,20160530,41,564982,557548,25919383,13780,4.46,-264.49,1.94,6.55,0.99
DK.N,20160530,20,38533,38533,533443,1927,11.49,-261.05,-13.55,-8.97,1.00
DKL.N,20160530,3,10334,2069,69118,3445,86.64,-148.89,-45.4,-227.5,0.20
DKS.N,20160530,22,117529,117529,5088173,5342,5.43,-226.45,-9.98,-1.7,1.00
DL.N,20160530,2,288,288,3907,144,37.11,-148.11,-14.83,93.79,1.00
DLB.N,20160530,13,19541,19541,901053,1503,10.43,110.21,-0.77,9.69,1.00
DLNG.N,20160530,5,5977,5977,79455,1195,79.23,-51.46,-22.73,-7.4,1.00
DLPH.N,20160530,17,10143,10143,702176,597,5.03,-120.34,0.2,6.55,1.00
DLR.N,20160530,31,107082,107082,10060213,3454,6.03,104.16,0.06,29.48,1.00
DLTR.OQ,20160530,28,331114,330695,26366393,11826,4.30,-131.76,-2.57,-6.82,1.00
DLX.N,20160530,2,2558,2558,164705,1279,9.88,140.21,-0.36,-11.51,1.00
DM.N,20160530,2,31,31,967,16,112.87,-539.99,-12.91,-126.86,1.00
DMD.N,20160530,2,446,446,2783,223,48.56,113.45,-8.01,-31.95,1.00
DNB.N,20160530,5,3643,3643,419293,729,14.71,-27.24,-3.37,-15.11,1.00
DNKN.OQ,20160530,21,16789,15398,692042,799,4.84,23.41,-0.82,0.55,0.92
DNOW.N,20160530,6,2664,2664,44741,444,64.90,210.75,-5.34,0.95,1.00
DNR.N,20160530,4,7040,7040,23305,1760,25.71,1082.87,-63.09,156.77,1.00
DO.N,20160530,18,31531,31531,754928,1752,7.49,160.89,-11.9,12.21,1.00
DOC.N,20160530,6,505,505,9763,84,7.30,83.88,3.75,22.18,1.00
DOOR.N,20160530,2,10,10,660,5,124.50,90.81,-4.53,38.64,1.00
DOV.N,20160530,17,20637,19766,1301725,1214,5.35,-140.38,-0.85,-7.83,0.96
DOW.N,20160530,15,4646,4646,237742,310,2.10,52.96,-2.57,-1.03,1.00
DOX.OQ,20160530,2,236,236,13450,118,6.41,86.55,-8.05,-0.84,1.00
DPLO.N,20160530,23,1317,1305,38812,57,31.77,121.61,-1.92,-13.06,0.99
DPM.N,20160530,5,10535,10535,360889,2107,25.12,457.47,-11.99,-20.13,1.00
DPS.N,20160530,24,30567,30567,2850777,1274,3.59,81.38,-3.18,-6.25,1.00
DPZ.N,20160530,25,20558,18949,2315528,822,6.31,-110.05,-0.75,-4.75,0.92
DRD.N,20160530,19,2094,2094,10731,110,32.44,-239.98,-24.65,20.73,1.00
DRE.N,20160530,4,15648,15648,367227,3912,4.56,161.76,-2.83,14.83,1.00
DRH.N,20160530,1,2,2,18,2,11.26,-86.30,-5.44,54.7,1.00
DRI.N,20160530,13,17716,17605,1162379,1363,4.29,121.41,-3.54,-3.22,0.99
DRII.N,20160530,27,129026,128330,2747342,4779,15.98,-395.60,-12.53,10.24,1.00
DSCI.OQ,20160530,1,955,955,3209,955,172.03,29.85,-175.44,-400,1.00
DSKY.OQ,20160530,1,2718,2718,37101,2718,62.77,-14.63,-36.5,-36.5,1.00
DSW.N,20160530,17,33250,32674,698518,1956,6.25,65.71,-4.42,-16.73,0.98
DTE.N,20160530,25,29036,28910,2588992,1161,3.99,114.50,-9.03,2.69,1.00
DTSI.OQ,20160530,2,1237,1237,24975,619,41.54,-87.99,-7.43,19.71,1.00
DUK.N,20160530,38,102696,102626,8114334,2703,2.26,112.79,-8.2,7.24,1.00
DV.N,20160530,12,41485,29456,526308,3457,8.53,-592.28,5.46,-1.24,0.71
DVA.N,20160530,18,15278,15278,1168881,849,4.32,90.94,-4.48,7.09,1.00
DVN.N,20160530,40,95009,80594,2784389,2375,3.65,-228.02,3.72,-22.2,0.85
DW.N,20160530,4,2181,2181,165801,545,14.41,238.03,-2.4,-11.72,1.00
DWA.OQ,20160530,37,12634,12634,505135,341,3.02,-8.74,-1.35,-0.21,1.00
DWRE.N,20160530,3,1013,1013,43291,338,23.81,-154.23,1.62,25.41,1.00
DXCM.OQ,20160530,13,10280,10280,650189,791,13.56,20.45,-3.16,17.45,1.00
DXJ.P,20160530,7,2786,2786,117626,398,2.35,-18.90,1.36,4.29,1.00
DXPE.OQ,20160530,27,6525,6525,124133,242,55.36,419.65,-20.1,-78.1,1.00
DY.N,20160530,7,6740,6740,536472,963,20.33,-75.38,-0.23,-25.93,1.00
DYN.N,20160530,18,30735,30735,556197,1708,9.20,-214.24,-7.55,23.71,1.00
E.N,20160530,4,82,82,2451,21,4.04,66.76,-1.64,-4.16,1.00
EA.OQ,20160530,40,182612,182232,13085548,4565,3.44,150.90,-2.17,9.66,1.00
EAT.N,20160530,14,15800,15800,717431,1129,4.75,65.37,-1.03,5.71,1.00
EBAY.OQ,20160530,10,21928,21928,516560,2193,4.23,-120.90,2.79,15.46,1.00
EBF.N,20160530,2,2538,2538,48324,1269,17.19,-26.14,-7.86,-15.68,1.00
EBIX.OQ,20160530,14,12998,12836,605430,928,22.04,156.19,-14.89,-8.97,0.99
EC.N,20160530,2,2005,2005,18639,1003,10.42,119.20,-23.05,-28.52,1.00
ECA.N,20160530,31,55576,55434,413203,1793,14.28,-489.71,-10.66,-4.94,1.00
ECHO.OQ,20160530,20,14859,14859,332964,743,17.79,-112.57,-7.58,-4.66,1.00
ECL.N,20160530,13,12005,12005,1394545,923,3.54,60.36,0.7,7.98,1.00
ECOM.N,20160530,5,5030,5030,63695,1006,45.44,-113.60,-10.86,-33.16,1.00
ECPG.OQ,20160530,2,1296,1296,32230,648,30.95,-200.96,9.88,315.2,1.00
ED.N,20160530,37,24517,24184,1762362,663,2.79,-36.43,-1.9,1.89,0.99
EDR.N,20160530,7,4112,4112,173877,587,7.85,68.42,-4.32,2.22,1.00
EDU.N,20160530,39,28433,28433,1149027,729,5.90,210.94,-7.31,-6.12,1.00
EE.N,20160530,1,35,35,1601,35,20.28,57.25,-4.31,-32.63,1.00
EEFT.OQ,20160530,7,2745,2745,207413,392,17.82,-42.94,-13.32,-15.46,1.00
EEM.P,20160530,17,72,72,2336,4,3.04,16.90,-1.58,-4.76,1.00
EEP.N,20160530,11,16694,16155,347580,1518,9.90,-11.51,-8.99,14.58,0.97
EEQ.N,20160530,2,1450,1450,30476,725,20.56,154.21,-11.24,10.1,1.00
EFA.P,20160530,6,9,9,516,2,1.74,27.37,-1.84,-1.36,1.00
EFC.N,20160530,3,3329,3329,59968,1110,23.42,-69.21,-9.98,-4.45,1.00
EFII.OQ,20160530,39,4265,4265,174248,109,12.19,-109.02,-0.95,4.71,1.00
EFX.N,20160530,11,4712,4712,582546,428,6.36,118.67,-2.85,3.74,1.00
EGAS.A,20160530,2,2489,2489,17247,1245,142.99,93.16,-42.48,-55.81,1.00
EGHT.OQ,20160530,4,3210,3210,37229,803,15.04,96.66,-17.9,-19.46,1.00
EGN.N,20160530,21,39519,39519,1672602,1882,13.61,-251.62,-0.7,-8.56,1.00
EGO.N,20160530,39,43764,43764,195396,1122,21.68,-434.97,-22.88,-13.96,1.00
EGOV.OQ,20160530,2,512,512,9204,256,23.27,-41.68,-7.17,-24.67,1.00
EGRX.OQ,20160530,2,60,60,2359,30,84.70,560.74,-25.76,-147.39,1.00
EIGI.OQ,20160530,2,5187,5187,55601,2594,32.64,56.38,-8.42,10.04,1.00
EIX.N,20160530,29,27689,27678,1963351,955,3.52,97.82,-1.81,-0.63,1.00
EL.N,20160530,29,121105,81765,7656442,4176,2.98,119.31,-1.95,0.3,0.68
ELGX.OQ,20160530,16,27107,27107,313131,1694,11.51,50.19,-3.05,-7.98,1.00
ELLI.N,20160530,10,4338,4338,356792,434,17.95,197.27,-10.1,8.82,1.00
ELNK.OQ,20160530,2,9100,9100,53696,4550,18.90,103.83,10.21,35.1,1.00
ELP.N,20160530,3,2234,2234,18249,745,13.58,-273.00,-4.58,-35.19,1.00
ELRC.OQ,20160530,1,26,26,339,26,107.06,100.70,-3.83,-45.8,1.00
ELS.N,20160530,4,3114,3114,233390,779,10.05,-207.10,-7.32,-24.93,1.00
ELY.N,20160530,5,8691,8691,86423,1738,11.64,29.59,-3.5,-15.4,1.00
EMC.N,20160530,29,4074,4039,110522,140,3.70,-38.33,-0.37,2.12,0.99
EMES.N,20160530,19,413,413,1659,22,71.22,-288.62,-13.62,39.45,1.00
EMKR.OQ,20160530,1,1408,1408,8210,1408,26.37,229.82,-40.99,105.72,1.00
EMN.N,20160530,27,113494,113321,8424221,4203,5.86,150.54,-4.12,6.66,1.00
EMR.N,20160530,7,5287,5287,282045,755,2.29,118.94,-0.8,14.22,1.00
ENB.N,20160530,18,24416,24081,968437,1356,3.97,56.21,-5.87,12.05,0.99
ENBL.N,20160530,1,5152,5152,58301,5152,85.96,-319.74,-25.37,-64.78,1.00
ENDP.OQ,20160530,23,23845,23551,530000,1037,7.01,-179.28,-4.38,-41.85,0.99
ENH.N,20160530,3,1358,1358,87560,453,10.27,-9.25,-19.92,21.29,1.00
ENLC.N,20160530,11,49439,48059,679227,4494,44.38,236.80,-2.25,-5.89,0.97
ENLK.N,20160530,17,35742,35020,512371,2102,30.51,132.32,-8.7,11.46,0.98
ENOC.OQ,20160530,8,671,671,4569,84,33.88,76.24,0.02,12.26,1.00
ENR.N,20160530,30,12461,12461,545408,415,12.31,141.35,0.16,-0.08,1.00
ENS.N,20160530,1,4206,4206,251773,4206,20.33,30.24,0.91,-43.17,1.00
ENT.OQ,20160530,9,8717,8717,60001,969,21.93,-40.18,-23.85,-12.29,1.00
ENTA.OQ,20160530,1,1,1,24,1,27.22,-49.20,-16.45,-105.99,1.00
ENTG.OQ,20160530,1,1103,1103,14196,1103,10.87,212.93,-23.36,-23.36,1.00
ENV.N,20160530,1,1265,1265,37849,1265,18.40,39.94,-8.37,-13.4,1.00
ENVA.N,20160530,25,35352,35352,268500,1414,31.02,308.64,-17.49,-34.31,1.00
EOG.N,20160530,12,14529,14529,1164235,1211,4.11,129.47,3.39,-6.15,1.00
EPAM.N,20160530,3,2803,2803,198580,934,12.10,-29.66,-6.16,14.98,1.00
EPC.N,20160530,41,19682,19682,1552650,480,14.78,54.73,-3.57,-3.39,1.00
EPD.N,20160530,31,548426,548082,14564287,17691,4.57,127.22,-10.67,5.52,1.00
EPE.N,20160530,24,26673,26638,146767,1111,23.73,584.36,-12.67,8.83,1.00
EPIQ.OQ,20160530,2,2558,2558,36393,1279,33.49,133.63,-2.63,36.9,1.00
EPR.N,20160530,10,19600,19600,1374313,1960,9.00,132.80,-4.76,12.09,1.00
EQC.N,20160530,2,2019,2019,57276,1010,41.47,-67.01,5.86,-1.64,1.00
EQIX.OQ,20160530,27,11478,9696,3409699,425,11.85,100.84,-0.44,-9.53,0.85
EQR.N,20160530,33,8064,7302,507660,244,3.39,-19.12,0.02,-2.49,0.91
EQT.N,20160530,17,13594,13594,971855,800,7.77,-122.05,-5.52,2.75,1.00
EQY.N,20160530,17,57165,57165,1678630,3363,4.20,140.57,-6.56,9.19,1.00
ERF.N,20160530,2,13185,13185,68147,6593,19.66,68.17,-5.49,-72.12,1.00
ERI.OQ,20160530,1,834,834,11066,834,24.58,-238.02,-10.16,-90.09,1.00
ERIC.OQ,20160530,3,7877,7877,60336,2626,12.87,26.44,-5.76,-25.19,1.00
ERII.OQ,20160530,8,22633,22633,249911,2829,21.78,361.73,18.16,11.03,1.00
ERJ.N,20160530,11,9796,9796,210657,891,5.45,-45.88,-3.58,7.23,1.00
ES.N,20160530,13,21514,21514,1224346,1655,3.37,72.44,-8.48,6.62,1.00
ESIO.OQ,20160530,1,23,23,161,23,22.22,-168.78,-7.15,86.58,1.00
ESL.N,20160530,9,3734,3734,249923,415,20.91,123.91,-7.43,-4.63,1.00
ESNT.N,20160530,2,518,518,10286,259,19.49,-54.02,9.91,-64.21,1.00
ESRT.N,20160530,1,832,832,16374,832,114.45,118.25,-2.54,5.08,1.00
ESRX.OQ,20160530,36,15764,15311,1124997,438,2.62,-27.06,-1.33,6.32,0.97
ESS.N,20160530,29,734,734,165990,25,14.03,-63.89,-2.89,-8.6,1.00
ESV.N,20160530,3,29107,29107,293646,9702,9.84,-314.39,-2.13,-67.64,1.00
ETE.N,20160530,41,133643,133637,1593659,3260,8.22,-450.48,-20.35,-33.92,1.00
ETFC.OQ,20160530,8,16962,15974,431851,2120,4.32,163.60,-3.19,-20.54,0.94
